source,destination,status,size_kb
/content/drive/MyDrive/xai_coupled_nmf_project/paper/figures/fig_ml1m_3seed_secondary_validation_comparison.pdf,paper_assets/figures/fig_ml1m_3seed_secondary_validation_comparison.pdf,COPIED,16.62
/content/drive/MyDrive/xai_coupled_nmf_project/paper/figures/fig_ml1m_seed42_baseline_smoke_test.pdf,paper_assets/figures/fig_ml1m_seed42_baseline_smoke_test.pdf,COPIED,12.98
/content/drive/MyDrive/xai_coupled_nmf_project/paper/figures/fig_ml1m_seed42_explanation_fidelity_profile.pdf,paper_assets/figures/fig_ml1m_seed42_explanation_fidelity_profile.pdf,COPIED,13.82
/content/drive/MyDrive/xai_coupled_nmf_project/paper/figures/fig_ml1m_seed42_fidelity_ndcg_tradeoff.pdf,paper_assets/figures/fig_ml1m_seed42_fidelity_ndcg_tradeoff.pdf,COPIED,16.34
/content/drive/MyDrive/xai_coupled_nmf_project/paper/figures/fig_ml1m_seed42_secondary_validation_comparison.pdf,paper_assets/figures/fig_ml1m_seed42_secondary_validation_comparison.pdf,COPIED,16.55
/content/drive/MyDrive/xai_coupled_nmf_project/paper/figures/fig_ml1m_seed42_top_tuning_configurations.pdf,paper_assets/figures/fig_ml1m_seed42_top_tuning_configurations.pdf,COPIED,16.03
/content/drive/MyDrive/xai_coupled_nmf_project/paper/figures/fig_ml1m_seed42_tuned_vs_untuned_coupled_improvement.pdf,paper_assets/figures/fig_ml1m_seed42_tuned_vs_untuned_coupled_improvement.pdf,COPIED,17.73
/content/drive/MyDrive/xai_coupled_nmf_project/paper/figures/fig_ml1m_seed42_tuning_grid_ndcg_by_alpha.pdf,paper_assets/figures/fig_ml1m_seed42_tuning_grid_ndcg_by_alpha.pdf,COPIED,19.05
/content/drive/MyDrive/xai_coupled_nmf_project/paper/figures/fig_ml1m_significance_effects.pdf,paper_assets/figures/fig_ml1m_significance_effects.pdf,COPIED,18.79
/content/drive/MyDrive/xai_coupled_nmf_project/paper/figures/fig_ml_latest_small_significance_effects.pdf,paper_assets/figures/fig_ml_latest_small_significance_effects.pdf,COPIED,17.44
/content/drive/MyDrive/xai_coupled_nmf_project/paper/figures/fig01_ml_latest_small_overall_benchmark_comparison.png,paper_assets/figures/fig01_ml_latest_small_overall_benchmark_comparison.png,COPIED,107.02
/content/drive/MyDrive/xai_coupled_nmf_project/paper/figures/fig02_ml_latest_small_plain_vs_coupled_relative_improvement.png,paper_assets/figures/fig02_ml_latest_small_plain_vs_coupled_relative_improvement.png,COPIED,109.11
/content/drive/MyDrive/xai_coupled_nmf_project/paper/figures/fig03_ml_latest_small_explanation_fidelity_distribution.png,paper_assets/figures/fig03_ml_latest_small_explanation_fidelity_distribution.png,COPIED,104.59
/content/drive/MyDrive/xai_coupled_nmf_project/paper/figures/fig04_ml_latest_small_interpretability_tradeoff.png,paper_assets/figures/fig04_ml_latest_small_interpretability_tradeoff.png,COPIED,117.57
/content/drive/MyDrive/xai_coupled_nmf_project/paper/figures/fig05_ml_latest_small_factor_keyword_map.png,paper_assets/figures/fig05_ml_latest_small_factor_keyword_map.png,COPIED,137.42
/content/drive/MyDrive/xai_coupled_nmf_project/paper/figures/fig06_ml_latest_small_recommendation_explanation_examples.png,paper_assets/figures/fig06_ml_latest_small_recommendation_explanation_examples.png,COPIED,391.08
/content/drive/MyDrive/xai_coupled_nmf_project/paper/figures/fig07_ml_latest_small_model_development_versions.png,paper_assets/figures/fig07_ml_latest_small_model_development_versions.png,COPIED,120.67
/content/drive/MyDrive/xai_coupled_nmf_project/paper/figures/fig_ml1m_3seed_secondary_validation_comparison.png,paper_assets/figures/fig_ml1m_3seed_secondary_validation_comparison.png,COPIED,103.03
/content/drive/MyDrive/xai_coupled_nmf_project/paper/figures/fig_ml1m_seed42_baseline_smoke_test.png,paper_assets/figures/fig_ml1m_seed42_baseline_smoke_test.png,COPIED,60.8
/content/drive/MyDrive/xai_coupled_nmf_project/paper/figures/fig_ml1m_seed42_explanation_fidelity_profile.png,paper_assets/figures/fig_ml1m_seed42_explanation_fidelity_profile.png,COPIED,128.13
/content/drive/MyDrive/xai_coupled_nmf_project/paper/figures/fig_ml1m_seed42_fidelity_ndcg_tradeoff.png,paper_assets/figures/fig_ml1m_seed42_fidelity_ndcg_tradeoff.png,COPIED,111.63
/content/drive/MyDrive/xai_coupled_nmf_project/paper/figures/fig_ml1m_seed42_secondary_validation_comparison.png,paper_assets/figures/fig_ml1m_seed42_secondary_validation_comparison.png,COPIED,116.81
/content/drive/MyDrive/xai_coupled_nmf_project/paper/figures/fig_ml1m_seed42_top_tuning_configurations.png,paper_assets/figures/fig_ml1m_seed42_top_tuning_configurations.png,COPIED,166.28
/content/drive/MyDrive/xai_coupled_nmf_project/paper/figures/fig_ml1m_seed42_tuned_vs_untuned_coupled_improvement.png,paper_assets/figures/fig_ml1m_seed42_tuned_vs_untuned_coupled_improvement.png,COPIED,117.58
/content/drive/MyDrive/xai_coupled_nmf_project/paper/figures/fig_ml1m_seed42_tuning_grid_ndcg_by_alpha.png,paper_assets/figures/fig_ml1m_seed42_tuning_grid_ndcg_by_alpha.png,COPIED,112.98
/content/drive/MyDrive/xai_coupled_nmf_project/paper/figures/fig_ml1m_significance_effects.png,paper_assets/figures/fig_ml1m_significance_effects.png,COPIED,173.45
/content/drive/MyDrive/xai_coupled_nmf_project/paper/figures/fig_ml_latest_small_significance_effects.png,paper_assets/figures/fig_ml_latest_small_significance_effects.png,COPIED,170.83
GENERATED,docs/reproduction_guide.md,GENERATED,1.42
GENERATED,docs/table_figure_mapping.md,GENERATED,2.14
GENERATED,docs/experiment_summary.md,GENERATED,0.7
